;;;Device;Place;BannerType;QueryType (search only);TargetingType;Shows;Clicks;Cost;Conversions
Ïñèëîí;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;514484;159590;1857268,29;9771
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;25523;2697;107000,1644;135
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;256276;39005;989266,0185;1767
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;583;185;11790,91894;0
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;3098;157;7567,584305;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;10539;789;50056,75818;0
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;640;218;12383,21286;0
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;4863;285;14311,71277;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;13014;1046;61057,67387;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Search;dynamic;Competitor;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;image_ad;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;image_ad;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Networks;image_ad;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Networks;image_ad;none;Phrase;0;0;0;1
Ïñèëîí;;;Mobile;Networks;image_ad;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Search;mcbanner;Brand;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Search;mcbanner;Competitor;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Search;mcbanner;Other;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;text;none;Retargeting;0;0;0;1
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;21739;11645;450400,1291;2024
Ïñèëîí;;;Desktop;Search;text;Competitor;Autotargeting;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;2974;167;3973,106161;15
Ïñèëîí;;;Desktop;Search;text;Other;Autotargeting;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;37382;3552;81200,5453;311
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;0;0;0;2
Ïñèëîí;;;Mobile;Networks;text;none;Retargeting;0;0;0;1
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;31772;16037;182127,0104;1713
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;6258;323;6002,714644;25
Ïñèëîí;;;Mobile;Search;text;Other;Autotargeting;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;52020;4160;73320,75402;326
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;0;0;0;1
Ïñèëîí;;;Desktop;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Brand;Autotargeting;1;0;0;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;103321;49709;2073395,153;4211
Ïñèëîí;;;Desktop;Search;text;Competitor;Autotargeting;1742;171;1835,891771;7
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;650;87;3460,233839;5
Ïñèëîí;;;Desktop;Search;text;Other;Autotargeting;16490;1925;17688,43022;50
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;4066;814;28641,43261;65
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;0;0;0;5
Ïñèëîí;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Brand;Autotargeting;2;1;11,59540678;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;182274;89661;1457861,446;4384
Ïñèëîí;;;Mobile;Search;text;Competitor;Autotargeting;3735;295;3175,555424;11
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;1059;148;4038,449568;4
Ïñèëîí;;;Mobile;Search;text;Other;Autotargeting;30228;2951;28057,5224;64
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;6508;1198;27146,98139;58
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;0;0;0;1
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;0;0;0;1
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;0;0;0;2
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;2009;990;37920,84252;6
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;296;79;3304,1175;3
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;1383;795;27955,71903;1
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;2933;1366;26918,35914;5
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;531;144;4128,375788;1
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;1435;676;14430,14931;1
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;223799;67005;1958881,596;13187
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;7812;657;46457,67875;147
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;100837;16127;772634,6036;2637
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;552444;166574;2288478,935;8452
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;7837;802;27870,82286;30
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;73130;11004;247175,3974;597
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;706;206;17277,96714;0
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;2783;125;6421,131076;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;9786;804;46119,49492;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;802;222;14648,67109;0
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;4536;223;10870,45408;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;12170;1047;59882,57431;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Networks;cpm_banner;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Networks;image_ad;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;image_ad;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Networks;image_ad;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Networks;image_ad;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Search;mcbanner;Competitor;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Search;mcbanner;Other;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;text;none;Autotargeting;0;0;0;0
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;text;none;Retargeting;0;0;0;1
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;6990;3596;131353,5013;600
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;6;1;75,90800847;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;59;14;947,7531102;2
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;9722;4705;55309,33734;531
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;19;1;171,951;1
Ïñèëîí;;;Mobile;Search;text;Other;Autotargeting;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;224;24;1347,287797;1
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;1527733;1929;27654,74758;50
Ïñèëîí;;;Desktop;Networks;text;none;Retargeting;116483;147;3146,416678;1
Ïñèëîí;;;Desktop;Search;text;Brand;Autotargeting;2;1;6,72559322;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;32521;14865;701099,0097;1304
Ïñèëîí;;;Desktop;Search;text;Competitor;Autotargeting;3030;267;2762,691127;8
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;4148;377;16107,7051;22
Ïñèëîí;;;Desktop;Search;text;Other;Autotargeting;36185;3902;37434,85581;103
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;26320;3337;132133,0187;214
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;479318;5723;58626,45714;69
Ïñèëîí;;;Mobile;Networks;text;none;Retargeting;22818;232;2857,386331;2
Ïñèëîí;;;Mobile;Search;text;Brand;Autotargeting;2;1;12,55100847;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;54149;26557;425159,6747;1369
Ïñèëîí;;;Mobile;Search;text;Competitor;Autotargeting;7212;670;7485,054737;11
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;9469;807;26352,68875;23
Ïñèëîí;;;Mobile;Search;text;Other;Autotargeting;67960;6016;63201,75819;117
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;49125;5381;151315,4029;190
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;0;0;0;1
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;576;298;12397,55258;77
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;101;20;1064,517915;1
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;1262;308;13344,94197;65
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;744;403;8541,874729;66
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;143;44;1229,798441;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;1399;277;8182,238619;40
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;49649;14711;433714,7915;3514
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;3636;308;16776,86624;47
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;45414;7083;286377,2132;1016
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;156164;47483;696309,338;3146
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;5286;520;22504,39625;23
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;45270;7008;195155,5437;308
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;278;71;6601,647814;0
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;931;47;2661,322678;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;3094;241;16112,895;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;279;96;6560,176093;0
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;1408;68;3719,099008;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;3869;315;21472,09434;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;cpm_banner;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Networks;image_ad;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;image_ad;none;Retargeting;126283;126;5849,731881;0
Ïñèëîí;;;Mobile;Networks;image_ad;none;Retargeting;15611;247;2565,101898;0
Ïñèëîí;;;Desktop;Search;mcbanner;Brand;Phrase;8;0;0;0
Ïñèëîí;;;Desktop;Search;mcbanner;Competitor;Phrase;124;0;0;0
Ïñèëîí;;;Desktop;Search;mcbanner;Other;Phrase;1262;21;607,3702627;0
Ïñèëîí;;;Mobile;Search;mcbanner;Other;Phrase;10;0;0;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;39327;10027;222278,511;0
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;1811;68;2773,896661;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;3739;246;9993,286856;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;36575;7101;146114,2576;0
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;460;18;863,1971441;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;1025;64;2447,838585;0
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;text;none;Retargeting;784918;873;34152,00559;1
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;17278;4761;277026,3396;191
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;4082;131;9138,944695;2
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;34057;1638;107471,5067;27
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;text;none;Retargeting;173178;899;14597,46147;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;12892;2276;133219,9238;46
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;1226;33;1441,279551;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;15049;479;20549,69657;1
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Networks;image_ad;none;Retargeting;9288;14;1234,103873;0
Ïñèëîí;;;Mobile;Networks;image_ad;none;Retargeting;8612;21;2246,551653;0
Ïñèëîí;;;Mobile;Networks;image_ad;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;image_ad;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Search;mcbanner;Brand;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Search;mcbanner;Competitor;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;31585;7864;179625,9193;0
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;20598;705;32526,59603;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;54388;2663;121575,3036;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;31556;5834;117811,7961;0
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;28980;631;27637,71404;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;53422;2023;81442,85687;0
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;text;none;Retargeting;0;0;0;1
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;12349;3592;226818,8942;191
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;336;20;3403,011458;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;7569;370;45757,10662;12
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;12275;2359;137446,42;58
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;182;5;553,8579915;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;4707;152;18452,59553;6
Ïñèëîí;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Networks;image_ad;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Networks;image_ad;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;45230;11461;247101,1184;0
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;24669;928;43459,41193;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;56047;3105;134701,227;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;42650;8215;149922,354;0
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;42001;1184;48848,22422;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;71994;3337;129529,8468;0
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;0;0;0;13
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;0;0;0;1
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;0;0;0;2
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Networks;image_ad;none;Phrase;4396;18;268,6387881;0
Ïñèëîí;;;Mobile;Networks;image_ad;none;Phrase;279;5;19,42042373;0
Ïñèëîí;;;Mobile;Networks;image_ad;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;2845747;10896;144172,854;0
Ïñèëîí;;;Desktop;Networks;text;none;Retargeting;590136;1740;35060,21484;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;15863;5316;57894,22142;0
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;3998;179;8257,19161;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;4719;156;5438,75728;0
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;1639345;17582;177784,7203;0
Ïñèëîí;;;Mobile;Networks;text;none;Retargeting;248548;2991;40149,12135;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;18076;4980;42061,75147;0
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;4472;110;6170,998525;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;4588;121;4625,160534;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;57450;15340;320436,9655;0
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;24833;1073;50789,43875;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;61853;3677;159869,9843;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;61509;12860;211885,7057;0
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;22975;732;82362,7005;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;47149;2222;201339,1004;0
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;text;none;Retargeting;0;0;0;1
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;0;0;0;4
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;0;0;0;1
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Networks;image_ad;none;Phrase;28746;63;914,9625508;0
Ïñèëîí;;;Desktop;Networks;image_ad;none;Retargeting;14334;16;222,2981441;0
Ïñèëîí;;;Mobile;Networks;image_ad;none;Phrase;3129;78;580,9129322;0
Ïñèëîí;;;Mobile;Networks;image_ad;none;Retargeting;6674;118;941,9115763;0
Ïñèëîí;;;Mobile;Networks;image_ad;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;6816230;18855;259934,9433;0
Ïñèëîí;;;Desktop;Networks;text;none;Retargeting;798262;1983;41611,62168;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;13597;2988;58152,63186;0
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;4334;151;8080,993475;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;6344;214;7508,590246;0
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;1539552;15479;160854,9702;0
Ïñèëîí;;;Mobile;Networks;text;none;Retargeting;251292;2617;35758,41211;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;10934;2035;30122,66598;0
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;5207;154;8030,804975;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;7753;172;5872,756297;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;56245;15714;308397,1965;0
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;21336;862;44282,95708;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;70040;4426;203802,2092;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;60057;12490;205400,2279;0
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;12880;452;18088,47234;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;34637;1797;61051,29981;0
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;7765;2704;127857,4201;132
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;21;1;48,30630508;0
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;6829;1866;80367,10337;47
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;4;1;41,46139831;0
Ïñèëîí;;;Desktop;Networks;image_ad;none;Phrase;20296;52;672,3312458;0
Ïñèëîí;;;Desktop;Networks;image_ad;none;Retargeting;15249;17;318,4982797;0
Ïñèëîí;;;Mobile;Networks;image_ad;none;Phrase;3685;106;717,0884237;0
Ïñèëîí;;;Mobile;Networks;image_ad;none;Retargeting;21425;332;3295,875992;0
Ïñèëîí;;;Mobile;Networks;image_ad;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;5542849;18380;242913,7391;0
Ïñèëîí;;;Desktop;Networks;text;none;Retargeting;511400;1596;33099,51282;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;5664;932;24737,99547;0
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;3062;98;4352,090669;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;6672;234;8554,591805;0
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;1704992;17298;156202,9211;0
Ïñèëîí;;;Mobile;Networks;text;none;Retargeting;189460;1987;26669,52384;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;5015;852;16412,78308;0
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;4259;159;7479,601347;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;9114;225;8535,149008;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;61198;16450;371972,9237;0
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;14530;591;31773,28693;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;46611;2748;127230,6263;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;63669;13098;252685,1996;0
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;9292;296;13373,20187;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;25303;1306;45621,90277;0
Ïñèëîí;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Desktop;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Search;text;Brand;Phrase;12468;3624;172464,3177;163
Ïñèëîí;;;Desktop;Search;text;Competitor;Phrase;2;0;0;0
Ïñèëîí;;;Desktop;Search;text;Other;Phrase;39;5;332,364;0
Ïñèëîí;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Brand;Phrase;9292;2225;79120,16273;50
Ïñèëîí;;;Mobile;Search;text;Competitor;Phrase;0;0;0;0
Ïñèëîí;;;Mobile;Search;text;Other;Phrase;16;1;36,651;0
Ïñèëîí;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Ïñèëîí;;;Desktop;Networks;image_ad;none;Phrase;95852;218;3627,18061;0
